Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL
"23 Hunters Avenue, Hunters Wood, Ballycullen, Dublin 24, D24YP59","€305,000",2 Bed,2 Bath,Apartment,E1,D24 YP59,€315,Mark Kelly & Associates,Siobhan Liston,"Sold, €327,000, Thu Sep 12 2024; Sale Agreed, €305,000, Thu May 09 2024; Created, €305,000, Fri Apr 12 2024",https://mynest.ie/listing/124848/Dublin/23-hunters-avenue-hunters-wood-ballycullen-dublin-24-d24yp59
"19 Beechwood Park, Ranelagh, Dublin 6, D06C803","€875,000",3 Bed,2 Bath,Semi-D,G,D06 C803,€855,Sherry FitzGerald Ranelagh,Deirdre Hegarty,"Sold, €950,000, Thu Sep 12 2024; Sale Agreed, €875,000, Mon Jun 10 2024; Relisted, €875,000, Fri May 03 2024; Sale Agreed, €875,000, Fri Oct 13 2023; Created, €875,000, Thu Aug 24 2023",
"183 Charlemont, Griffith Avenue, Drumcondra, Dublin 9, D09E544","€525,000",3 Bed,1 Bath,Terrace,C3,D09 E5W4,€495,KELLY BRADSHAW DALTON,Sharon Beckett,"Sold, €530,000, Thu Sep 12 2024; Sale Agreed, €525,000, Wed Jul 24 2024; Created, €525,000, Tue May 21 2024",https://mynest.ie/listing/131480/Dublin/183-charlemont-griffith-avenue-drumcondra-dublin-9-d09e544
"17 Chalfont Road, Malahide, Co. Dublin, K36XC53","€845,000",4 Bed,2 Bath,Semi-D,D2,K36 XC53,€855,"Brophy Estates, Auctioneers and Estate Agents",John Brophy Assoc. SCSI RICS,"Sold, €860,000, Thu Sep 12 2024; Sale Agreed, €845,000, Thu May 09 2024; Created, €845,000, Thu Apr 18 2024",https://mynest.ie/listing/125799/Dublin/17-chalfont-road-malahide-co-dublin-k36xc53
"17 Beau Park Street, Clongriffin, Dublin 13","€395,000",3 Bed,2 Bath,Terrace,C1,D13 NN50,€405,Sherry FitzGerald Sutton,Ryan O'Connor,"Sold, €415,000, Thu Sep 12 2024; Unlisted, €395,000, Wed Nov 23 2022; Created, €395,000, Mon Oct 24 2022",https://mynest.ie/listing/29616/Dublin/17-beau-park-street-clongriffin-dublin-13
"17 Beau Park Street D13 NN50, Clongriffin, Dublin 13, D13NN50","€415,000",3 Bed,3 Bath,Terrace,B3,D13 NN50,€405,Quillsen Fairview,Alison O' Hara,"Sold, €415,000, Thu Sep 12 2024; Sale Agreed, €415,000, Wed Feb 07 2024; Created, €415,000, Tue Jan 16 2024",https://mynest.ie/listing/112081/Dublin/17-beau-park-street-d13-nn50-clongriffin-dublin-13-d13nn50
"12 Greenville Road, Blackrock, Co. Dublin, A94F585","€925,000",4 Bed,2 Bath,Semi-D,C1,A94 F585,€945,Sherry FitzGerald Blackrock,Joan O'Hanlon,"Sold, €1,175,000, Thu Sep 12 2024; Unlisted, €925,000, Thu Apr 25 2024; Created, €925,000, Wed Mar 06 2024",https://mynest.ie/listing/119112/Dublin/12-greenville-road-blackrock-co-dublin-a94f585
"10 Holywell Crescent North, Swords, Co. Dublin","€249,950",2 Bed,2 Bath,Apartment,B3,K67 E176,€225,Flynn Estate Agents,Flynn & Associates Swords,"Sold, €290,000, Thu Sep 12 2024; Sale Agreed, €249,950, Wed Jun 21 2023; Created, €249,950, Fri May 12 2023",https://mynest.ie/listing/73824/Dublin/10-holywell-crescent-north-swords-co-dublin
"Apartment 6, 45 Saint Anthony's Road, Rialto, Dublin 8, D08XD73","€350,000",2 Bed,2 Bath,Apartment,SI_666,D08 XD73,€315,Keller Williams Ireland,Team Castles,"Sold, €390,000, Wed Sep 11 2024; Sale Agreed, €350,000, Thu May 23 2024; Created, €350,000, Thu Mar 28 2024",https://mynest.ie/listing/122564/Dublin/apartment-6-45-saint-anthonys-road-rialto-dublin-8-d08xd73
"80 Lakelands Close, Stillorgan, Co. Dublin, A94DW98","€695,000",4 Bed,2 Bath,Semi-D,F,A94 DW98,€675,Place Estate Agents,Place Estate Agents,"Sold, €723,000, Wed Sep 11 2024; Unlisted, €695,000, Wed Sep 18 2024; Relisted, €695,000, Wed Jun 19 2024; Sale Agreed, €695,000, Thu Jun 13 2024; Created, €695,000, Mon May 20 2024",https://mynest.ie/listing/131283/Dublin/80-lakelands-close-stillorgan-co-dublin-a94dw98
"8 Heathfield Park, Finglas, Finglas, Dublin 11, D11K0YH","€395,000",3 Bed,3 Bath,Terrace,A2,D11 K0YH,€405,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €400,000, Wed Sep 11 2024; Sale Agreed, €395,000, Tue May 28 2024; Created, €395,000, Fri Jan 26 2024",https://mynest.ie/listing/113684/Dublin/8-heathfield-park-finglas-finglas-dublin-11-d11k0yh
"5 Marina View, Dun Laoghaire, Co Dublin, A96YA07","€495,000",2 Bed,2 Bath,Apartment,B3,A96 YA07,€495,Sherry FitzGerald Dun Laoghaire,Jacqui McCabe,"Sold, €580,000, Wed Sep 11 2024; Unlisted, €495,000, Fri May 03 2024; Created, €495,000, Wed Mar 27 2024",https://mynest.ie/listing/122349/Dublin/5-marina-view-dun-laoghaire-co-dublin-a96ya07
"Apartment 4, The Sycamore, Parkview, Stepaside, Dublin 18, D18NA40","€375,000",2 Bed,2 Bath,Apartment,C1,D18 NA40,€405,Janet Carroll Estate Agent,Andrew Quirke MIPAV Assoc SCSI,"Sold, €385,000, Wed Sep 11 2024; Sale Agreed, €375,000, Tue Jun 25 2024; Relisted, €375,000, Wed Jun 05 2024; Sale Agreed, €375,000, Tue May 07 2024; Relisted, €375,000, Mon Apr 29 2024; Sale Agreed, €375,000, Tue Apr 16 2024; Created, €375,000, Thu Mar 14 2024",https://mynest.ie/listing/119920/Dublin/apartment-4-the-sycamore-parkview-stepaside-dublin-18-d18na40
"38 Dundela Avenue, Sandycove, Co. Dublin, A96X9W0","€995,000",4 Bed,2 Bath,Detached,E2,A96 X9W0,"€1,035",Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €1,100,000, Wed Sep 11 2024; Unlisted, €995,000, Thu Apr 04 2024; Relisted, €995,000, Tue Mar 12 2024; Sale Agreed, €995,000, Fri Feb 16 2024; Relisted, €995,000, Tue Oct 31 2023; Sale Agreed, €995,000, Wed Oct 25 2023; Created, €995,000, Tue Sep 12 2023",https://mynest.ie/listing/123608/Dublin/38-dundela-avenue-sandycove-co-dublin-a96x9w0
"38 Dundela Avenue, Sandycove, Co. Dublin, A96X9W0","€995,000",4 Bed,2 Bath,Detached,E2,A96 X9W0,"€1,035",Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €1,100,000, Wed Sep 11 2024; Sale Agreed, €995,000, Mon Apr 29 2024; Created, €995,000, Fri Apr 05 2024",https://mynest.ie/listing/123608/Dublin/38-dundela-avenue-sandycove-co-dublin-a96x9w0
"36 Dorney Court, Shankill, Dublin 18, D18N2N0","€524,950",3 Bed,2 Bath,Semi-D,C1,D18 N2N0,€495,Churches Estate Agents,Blackrock Office,"Sold, €660,000, Wed Sep 11 2024; Sale Agreed, €524,950, Mon Jul 08 2024; Created, €524,950, Tue Jun 11 2024",https://mynest.ie/listing/135328/Dublin/36-dorney-court-shankill-dublin-18-d18n2n0
"33 Waterside Court, Swords Road, Malahide, Co. Dublin, K36DY72","€449,000",3 Bed,2 Bath,Terrace,B2,K36 DY72,€495,PropertyTeam Paul Reddy,Paul Reddy,"Sold, €445,000, Wed Sep 11 2024; Sale Agreed, €449,000, Tue Jul 02 2024; Price Drop, €449,000, Fri Jun 07 2024; Relisted, €465,000, Fri Apr 12 2024; Price Rise, €465,000, Fri Apr 12 2024; Sale Agreed, €445,000, Fri Feb 02 2024; Price Drop, €445,000, Thu Dec 14 2023; Created, €450,000, Wed Oct 25 2023",https://mynest.ie/listing/102130/Dublin/33-waterside-court-swords-road-malahide-co-dublin-k36dy72
"23A Bellevue Avenue, Glenageary, Co. Dublin, A96HF60","€495,000",4 Bed,2 Bath,Duplex,D1,A96 HF60,€495,DNG Dun Laoghaire,David Dobbs,"Sold, €493,000, Wed Sep 11 2024; Unlisted, €495,000, Mon Mar 25 2024; Price Drop, €495,000, Thu Mar 14 2024; Created, €525,000, Tue Aug 29 2023",
"23a Bellevue Avenue, Glenageary, Co Dublin, A96HF60","€495,000",4 Bed,2 Bath,Duplex,D1,A96 HF60,€495,Sherry FitzGerald Dalkey,Simone Rothschild,"Sold, €493,000, Wed Sep 11 2024; Sale Agreed, €495,000, Fri Jul 12 2024; Created, €495,000, Mon May 20 2024",https://mynest.ie/listing/131264/Dublin/23a-bellevue-avenue-glenageary-co-dublin-a96hf60
"23 Dun Emer Place, Lusk, Co. Dublin, K45CV02","€410,000",3 Bed,3 Bath,Semi-D,B2,K45 CV02,€405,Sherry Fitzgerald Cumisky Kelly,Joanne Finegan,"Sold, €465,000, Wed Sep 11 2024; Sale Agreed, €410,000, Thu Jun 13 2024; Created, €410,000, Fri May 10 2024",https://mynest.ie/listing/129702/Dublin/23-dun-emer-place-lusk-co-dublin-k45cv02
"18 Magennis Square, Dublin 2, D02NN76","€395,000",2 Bed,1 Bath,End of Terrace,E1,D02 NN76,€405,Dublin Homes Auctioneers,Dublin Home Sales,"Sold, €459,000, Wed Sep 11 2024; Sale Agreed, €395,000, Tue Jul 30 2024; Created, €395,000, Thu Jun 27 2024",https://mynest.ie/listing/138218/Dublin/18-magennis-square-dublin-2-d02nn76
"129 Lioscian, Swords, Co. Dublin, K67XF98","€395,000",3 Bed,3 Bath,End of Terrace,D1,K67 XF98,€405,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €430,000, Wed Sep 11 2024; Sale Agreed, €395,000, Thu Jun 20 2024; Created, €395,000, Fri May 24 2024",https://mynest.ie/listing/132332/Dublin/129-lioscian-swords-co-dublin-k67xf98
"10 The Green, Station Manor, Portmarnock, Co Dublin, D13AE3W","€670,000",3 Bed,3 Bath,End of Terrace,A3,D13 AE3W,€675,Sherry FitzGerald Malahide,Eoghan Keenan,"Sold, €702,000, Wed Sep 11 2024; Sale Agreed, €670,000, Fri May 31 2024; Created, €670,000, Thu Apr 25 2024",https://mynest.ie/listing/127078/Dublin/10-the-green-station-manor-portmarnock-co-dublin-d13ae3w
"1 Verschoyle Close, Citywest, Co. Dublin, D24W93F","€350,000",3 Bed,1 Bath,Bungalow,SI_666,D24 W93F,€315,Tom Maher & Co. Ltd,Tom Maher & Co.,"Sold, €355,000, Wed Sep 11 2024; Unlisted, €350,000, Wed Sep 11 2024; Created, €350,000, Mon Jun 10 2024",https://mynest.ie/listing/135040/Dublin/1-verschoyle-close-citywest-co-dublin-d24w93f
"Apartment 96, The Plaza, Ballymun, Dublin 9, D09Y3C5","€225,000",2 Bed,2 Bath,Apartment,B3,D09 Y3C5,€225,Smith & Butler Estates,Danny Butler,"Sold, €240,000, Tue Sep 10 2024; Sale Agreed, €225,000, Sun Aug 04 2024; Created, €225,000, Wed Feb 14 2024",https://mynest.ie/listing/116011/Dublin/apartment-96-the-plaza-ballymun-dublin-9-d09y3c5
"82 Priory Wood, Donabate, Co. Dublin, K36AC98","€425,000",3 Bed,3 Bath,Semi-D,D1,K36 AC98,€405,O'Connor Estate Agents,Gerard O'Connor Assoc SCSI RICS,"Sold, €465,000, Tue Sep 10 2024; Sale Agreed, €425,000, Thu Jun 20 2024; Created, €425,000, Tue May 28 2024",https://mynest.ie/listing/132871/Dublin/82-priory-wood-donabate-co-dublin-k36ac98
"8 Hanover House, Ardilaun Court, Patrick Street, Dublin 8","€260,000",1 Bed,1 Bath,Apartment,C2,D08 A7K2,€225,KM Property,Barry O`Driscoll,"Sold, €278,000, Tue Sep 10 2024; Sale Agreed, €260,000, Mon Jan 29 2024; Created, €260,000, Thu Oct 05 2023",https://mynest.ie/listing/99128/Dublin/8-hanover-house-ardilaun-court-patrick-street-dublin-8
"73 Castle Riada Grove, Lucan, Co. Dublin, K78Y680","€320,000",2 Bed,1 Bath,End of Terrace,D1,K78 Y680,€315,DNG Lucan,Eoin Gorry,"Sold, €427,000, Tue Sep 10 2024; Sale Agreed, €320,000, Mon Jul 01 2024; Created, €320,000, Tue Jun 11 2024",https://mynest.ie/listing/135341/Dublin/73-castle-riada-grove-lucan-co-dublin-k78y680
"7 Willie Nolan Road, Baldoyle, Baldoyle, Dublin 13","€490,000",3 Bed,1 Bath,Semi-D,C3,D13 N278,€495,Smith & Butler Estates,Oisin McCormack,"Sold, €610,000, Tue Sep 10 2024; Unlisted, €490,000, Sat Nov 04 2023; Created, €490,000, Tue Jul 25 2023",https://mynest.ie/listing/87092/Dublin/7-willie-nolan-road-baldoyle-baldoyle-dublin-13
"7 Willie Nolan Road, Baldoyle, Baldoyle, Dublin 13, D13N278","€520,000",3 Bed,1 Bath,Semi-D,D1,D13 N278,€495,Smith & Butler Estates,Danny Butler,"Sold, €610,000, Tue Sep 10 2024; Sale Agreed, €520,000, Sun May 12 2024; Created, €520,000, Thu Mar 07 2024",https://mynest.ie/listing/119316/Dublin/7-willie-nolan-road-baldoyle-baldoyle-dublin-13-d13n278
"7 Turvey Park, Donabate, Co. Dublin, K36KR63","€485,000",3 Bed,2 Bath,Semi-D,B3,K36 KR63,€495,Robertson Estate Agents,Douglas Robertson,"Sold, €540,000, Tue Sep 10 2024; Sale Agreed, €485,000, Thu Jun 06 2024; Created, €485,000, Thu May 16 2024",https://mynest.ie/listing/130624/Dublin/7-turvey-park-donabate-co-dublin-k36kr63
"58 The Ramparts, Willow Avenue, Cabinteely, Dublin 18, D18W322","€350,000",2 Bed,2 Bath,Apartment,C2,D18 W322,€315,DNG Dun Laoghaire,Darragh Whelan,"Sold, €388,000, Tue Sep 10 2024; Sale Agreed, €350,000, Fri Jun 07 2024; Created, €350,000, Tue May 14 2024",https://mynest.ie/listing/130224/Dublin/58-the-ramparts-willow-avenue-cabinteely-dublin-18-d18w322
"56 Rowan House, Mespil Estate, Dublin 4, D04RK54","€295,000",--,1 Bath,Studio,F,D04 RK54,€315,Turley Property Advisors,Susan Turley,"Sold, €276,000, Tue Sep 10 2024; Sale Agreed, €295,000, Mon May 27 2024; Created, €295,000, Thu Apr 18 2024",https://mynest.ie/listing/125845/Dublin/56-rowan-house-mespil-estate-dublin-4-d04rk54
"49 Whitechurch Way, Rathfarnham, D16 Y2C3, Dublin 16","€345,000",3 Bed,1 Bath,Terrace,C3,D16 Y2C3,€315,Ray Cooke Auctioneers Terenure,Ray Cooke Sales,"Sold, €380,000, Tue Sep 10 2024; Unlisted, €345,000, Wed Jan 31 2024; Created, €345,000, Fri Oct 13 2023",https://mynest.ie/listing/100640/Dublin/49-whitechurch-way-rathfarnham-d16-y2c3-dublin-16
"41A Edenmore Crescent, Raheny, Raheny, Dublin 5, D05H0F2","€349,950",3 Bed,1 Bath,Semi-D,SI_666,D05 H0F2,€315,Keller Williams Ireland,Team Castles,"Sold, €380,000, Tue Sep 10 2024; Unlisted, €349,950, Wed Apr 03 2024; Created, €349,950, Fri Mar 22 2024",https://mynest.ie/listing/121680/Dublin/41a-edenmore-crescent-raheny-raheny-dublin-5-d05h0f2
"27 Fairyhill Blackrock, Blackrock, Co. Dublin, A94HW95","€795,000",4 Bed,2 Bath,Bungalow,B3,A94 HW95,€855,Lisney Sotheby's International Realty (Blackrock),Stephen Day,"Sold, €880,000, Tue Sep 10 2024; Sale Agreed, €795,000, Mon Jun 17 2024; Created, €795,000, Tue Mar 19 2024",https://mynest.ie/listing/121074/Dublin/27-fairyhill-blackrock-blackrock-co-dublin-a94hw95
"23 Westfield, Sion Hill, Blackrock, Co. Dublin, A94VP21","€695,000",3 Bed,3 Bath,Duplex,D1,A94 VP21,€675,DNG Rock Road,Anne-Marie McCabe,"Sold, €720,000, Tue Sep 10 2024; Sale Agreed, €695,000, Tue May 21 2024; Created, €695,000, Tue Mar 19 2024",https://mynest.ie/listing/121042/Dublin/23-westfield-sion-hill-blackrock-co-dublin-a94vp21
"169 Rathgar Road Rathgar Dublin 6, Rathgar, Dublin 6, D06X0X4","€1,950,000",6 Bed,4 Bath,Detached,--,D06 X0X4,"€2,830",Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,"Sold, €1,900,000, Tue Sep 10 2024; Unlisted, €1,950,000, Fri Mar 15 2024; Created, €1,950,000, Wed Feb 28 2024",https://mynest.ie/listing/118101/Dublin/169-rathgar-road-rathgar-dublin-6-rathgar-dublin-6-d06x0x4
"Rathgar Road, Rathgar, Dublin 6, D06X0X4","€1,950,000",6 Bed,4 Bath,Terrace,--,D06 X0X4,"€2,830",Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,"Sold, €1,900,000, Tue Sep 10 2024; Unlisted, €1,950,000, Fri Mar 15 2024; Created, €1,950,000, Tue Mar 05 2024",https://mynest.ie/listing/119025/Dublin/rathgar-road-rathgar-dublin-6-d06x0x4
"15 The Heron Thornwood Booterstown, Booterstown, Co. Dublin, A94P956","€470,000",2 Bed,2 Bath,Apartment,C1,A94 P956,€495,Lisney Sotheby's International Realty (Blackrock),Stephen Day,"Sold, €516,500, Tue Sep 10 2024; Sale Agreed, €470,000, Mon May 27 2024; Created, €470,000, Fri Apr 05 2024",https://mynest.ie/listing/123681/Dublin/15-the-heron-thornwood-booterstown-booterstown-co-dublin-a94p956
"15 Killarney Parade, Phibsborough, Dublin 7, D07PD61","€485,000",4 Bed,2 Bath,Terrace,D2,D07 PD61,€495,PropertyTeam Lappin Estates,Paul Lappin,"Sold, €525,000, Tue Sep 10 2024; Sale Agreed, €485,000, Thu May 02 2024; Created, €485,000, Wed Mar 20 2024",https://mynest.ie/listing/121259/Dublin/15-killarney-parade-phibsborough-dublin-7-d07pd61
"12 Gandon Close, Harold's Cross, Dublin 6w, D6WFH11","€265,000",1 Bed,1 Bath,Apartment,D1,D6W FH11,€315,Sherry FitzGerald Ballsbridge,Christopher Bradley,"Sold, €280,000, Tue Sep 10 2024; Sale Agreed, €265,000, Fri May 10 2024; Created, €265,000, Sun Mar 24 2024",https://mynest.ie/listing/121902/Dublin/12-gandon-close-harolds-cross-dublin-6w-d6wfh11
"Apartment 11, The Oaks, Grattan Wood, Donaghmede, Dublin 13, D13XA99","€285,000",2 Bed,2 Bath,Apartment,C1,D13 XA99,€315,KELLY BRADSHAW DALTON,Sharon Beckett,"Sold, €322,000, Tue Sep 10 2024; Sale Agreed, €285,000, Thu Apr 18 2024; Created, €285,000, Tue Feb 13 2024",https://mynest.ie/listing/115840/Dublin/apartment-11-the-oaks-grattan-wood-donaghmede-dublin-13-d13xa99
"6 Victoria Street, Dublin 8, Portobello, Dublin 8","€1,495,000",9 Bed,7 Bath,Terrace,C1,D08 X2Y9,"€2,284",,Sheridan Estates,"Sold, €1,530,000, Mon Sep 09 2024; Unlisted, €1,495,000, Mon Apr 08 2024; Price Rise, €1,495,000, Thu Sep 28 2023; Created, POA, Fri Apr 07 2023",https://mynest.ie/listing/67808/Dublin/6-victoria-street-dublin-8-portobello-dublin-8
"87 Ard na Mara, Malahide, Co Dublin, K36XR08","€1,275,000",4 Bed,3 Bath,Bungalow,D2,K36 XR08,"€1,627",Sherry FitzGerald Malahide,David R Blanc,"Sold, €1,345,000, Mon Sep 09 2024; Sale Agreed, €1,275,000, Thu Jun 27 2024; Created, €1,275,000, Thu May 09 2024",https://mynest.ie/listing/129428/Dublin/87-ard-na-mara-malahide-co-dublin-k36xr08
"8 Portobello Road, Portobello, Dublin 8","€495,000",3 Bed,1 Bath,Terrace,D1,D08 Y9R3,€495,DNG Central,Mary Doran,"Sold, €470,000, Mon Sep 09 2024; Sale Agreed, €495,000, Tue Feb 06 2024; Created, €495,000, Tue Nov 28 2023",https://mynest.ie/listing/106831/Dublin/8-portobello-road-portobello-dublin-8
"8 Portobello Road, Portobello, Dublin 8, D08Y9R3","€495,000",3 Bed,1 Bath,Terrace,D2,D08 Y9R3,€495,DNG Central,Mary Doran,"Sold, €470,000, Mon Sep 09 2024; Sale Agreed, €495,000, Wed May 22 2024; Created, €495,000, Wed Apr 03 2024",https://mynest.ie/listing/123203/Dublin/8-portobello-road-portobello-dublin-8-d08y9r3
"8 Bradogue Court, Annamoe Road, Dublin 7, D07CY81","€275,000",1 Bed,1 Bath,Apartment,D1,D07 CY81,€315,DNG Phibsboro,Brian McGee,"Sold, €286,000, Mon Sep 09 2024; Sale Agreed, €275,000, Thu Apr 25 2024; Created, €275,000, Tue Apr 09 2024",https://mynest.ie/listing/124154/Dublin/8-bradogue-court-annamoe-road-dublin-7-d07cy81
"57 Nutley Road, Donnybrook, Dublin 4","€1,500,000",4 Bed,3 Bath,Semi-D,D2,D04 F7P2,"€2,284",Hunters Estate Agent City Centre,Bobby Geraghty,"Sold, €1,600,000, Mon Sep 09 2024; Sale Agreed, €1,500,000, Mon Apr 22 2024; Created, €1,500,000, Wed Mar 13 2024",https://mynest.ie/listing/119777/Dublin/57-nutley-road-donnybrook-dublin-4
"56 The Paddocks View, Adamstown, Lucan, Co. Dublin","€285,000",3 Bed,2 Bath,Detached,B3,K78 P290,€315,BidX1,Eva Quaid,"Sold, €440,000, Mon Sep 09 2024; Unlisted, €285,000, Sun Nov 13 2022; Created, €285,000, Thu Oct 27 2022",https://mynest.ie/listing/44288/Dublin/56-the-paddocks-view-adamstown-lucan-co-dublin
"56 The Paddocks View, Adamstown, Co. Dublin","€345,000",3 Bed,3 Bath,End of Terrace,B3,K78 P290,€315,Ray Cooke Auctioneers Clondalkin,Southside Sales 2,"Sold, €440,000, Mon Sep 09 2024; Unlisted, €345,000, Mon Jan 08 2024; Created, €345,000, Sat Oct 28 2023",https://mynest.ie/listing/102718/Dublin/56-the-paddocks-view-adamstown-co-dublin
"5 Oakview Avenue, Hartstown, Clonsilla, Dublin 15, D15XYN8","€375,000",3 Bed,2 Bath,Semi-D,C3,D15 XYN8,€405,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €425,000, Mon Sep 09 2024; Sale Agreed, €375,000, Mon Sep 09 2024; Created, €375,000, Wed Mar 20 2024",https://mynest.ie/listing/121262/Dublin/5-oakview-avenue-hartstown-clonsilla-dublin-15-d15xyn8
"49 Seagrave Way, Meakstown, Finglas, Dublin 11","€199,950",1 Bed,1 Bath,Apartment,SI_666,D11 YN23,€90,Leonard Wilson Keenan Estates & Letting Agents,Founder & Head Of Business Development Christina Wilson,"Sold, €200,000, Mon Sep 09 2024; Unlisted, €199,950, Tue Apr 04 2023; Created, €199,950, Wed Nov 30 2022",https://mynest.ie/listing/50012/Dublin/49-seagrave-way-meakstown-finglas-dublin-11
"49 Seagrave Way, Finglas, Dublin 11","€199,950",1 Bed,1 Bath,Apartment,SI_666,D11 YN23,€90,Leonard Wilson Keenan Estates & Letting Agents,Founder & Head Of Business Development Christina Wilson,"Sold, €200,000, Mon Sep 09 2024; Unlisted, €199,950, Fri Jul 14 2023; Created, €199,950, Tue Apr 04 2023",https://mynest.ie/listing/66934/Dublin/49-seagrave-way-finglas-dublin-11
"49 Seagrave Way, Dublin 11","€210,000",1 Bed,1 Bath,Apartment,C1,D11 YN23,€225,REA Grimes,Elaine Swift,"Sold, €200,000, Mon Sep 09 2024; Sale Agreed, €210,000, Fri Sep 22 2023; Created, €210,000, Fri Jul 14 2023",https://mynest.ie/listing/85404/Dublin/49-seagrave-way-dublin-11
"49 Seagrave Way, Meakstown, Finglas, Dublin 11, D11YN23","€195,000",1 Bed,1 Bath,Apartment,C3,D11 YN23,€90,Brant Higgins Estate Agents,Josh Dixon,"Sold, €200,000, Mon Sep 09 2024; Sale Agreed, €195,000, Wed May 08 2024; Relisted, €195,000, Fri Apr 05 2024; Sale Agreed, €195,000, Thu Apr 04 2024; Created, €195,000, Sat Mar 09 2024",https://mynest.ie/listing/119470/Dublin/49-seagrave-way-meakstown-finglas-dublin-11-d11yn23
"44 The Poplars, Monkstown Valley, Monkstown, Co. Dublin, A94F9P4","€385,000",1 Bed,1 Bath,Semi-D,F,A94 F9P4,€405,Sherry FitzGerald Blackrock,Joan O'Hanlon,"Sold, €410,000, Mon Sep 09 2024; Sale Agreed, €385,000, Wed Jul 31 2024; Created, €385,000, Fri May 31 2024",https://mynest.ie/listing/133597/Dublin/44-the-poplars-monkstown-valley-monkstown-co-dublin-a94f9p4
"44 Seabury Road, Malahide, Co. Dublin, K36CF65","€575,000",3 Bed,2 Bath,Semi-D,C1,K36 CF65,€585,Noel Kelly Auctioneers LTD,Darren Kelly,"Sold, €626,000, Mon Sep 09 2024; Sale Agreed, €575,000, Tue Jul 23 2024; Created, €575,000, Wed May 15 2024",https://mynest.ie/listing/130434/Dublin/44-seabury-road-malahide-co-dublin-k36cf65
"43 Deerpark Place, Kiltipper, D24 VW14, Tallaght, Dublin 24","€295,000",3 Bed,3 Bath,Terrace,C3,D24 VW14,€315,Ray Cooke Auctioneers Tallaght,Southside Sales,"Sold, €330,000, Mon Sep 09 2024; Unlisted, €295,000, Tue Jun 11 2024; Created, €295,000, Wed Feb 28 2024",https://mynest.ie/listing/118130/Dublin/43-deerpark-place-kiltipper-d24-vw14-tallaght-dublin-24
"4 Saint Kevin's Road, South Circular Road, Portobello, Dublin 8, D08VF51","€825,000",2 Bed,1 Bath,Terrace,C2,D08 VF51,€855,Felicity Fox Auctioneers,Alistair Hickey,"Sold, €825,000, Mon Sep 09 2024; Sale Agreed, €825,000, Mon Jul 01 2024; Created, €825,000, Mon May 20 2024",https://mynest.ie/listing/131236/Dublin/4-saint-kevins-road-south-circular-road-portobello-dublin-8-d08vf51
"35 Hammond Street, Dublin 8","€445,000",2 Bed,1 Bath,End of Terrace,E2,D08 X2K1,€495,DNG Central,Mary Doran,"Sold, €460,000, Mon Sep 09 2024; Sale Agreed, €445,000, Wed May 22 2024; Created, €445,000, Sat Feb 24 2024",https://mynest.ie/listing/117476/Dublin/35-hammond-street-dublin-8
"Apartment 26, The Atrium, The Steelworks, Dublin 1, D01EK88","€290,000",1 Bed,1 Bath,Apartment,C3,D01 EK88,€315,DMPC Ltd,Kieran Mc Comiskey,"Sold, €287,000, Mon Sep 09 2024; Sale Agreed, €290,000, Fri Apr 19 2024; Price Drop, €290,000, Tue Mar 19 2024; Price Drop, €300,000, Tue Jun 20 2023; Created, €335,000, Sat May 27 2023",
"23 Dromheath Grove, Mulhuddart, Dublin 15, D15TH5F","€250,000",3 Bed,--,Terrace,C2,D15 TH5F,€225,Sherry FitzGerald Clonee,Jamie Hanrahan,"Sold, €308,000, Mon Sep 09 2024; Sale Agreed, €250,000, Mon Jun 10 2024; Created, €250,000, Mon May 20 2024",https://mynest.ie/listing/131241/Dublin/23-dromheath-grove-mulhuddart-dublin-15-d15th5f
"20 The Cairn, Clifflands, Rush, Co. Dublin, K56FF66","€370,000",3 Bed,1 Bath,Semi-D,D2,K56 FF66,€405,DNG McKenna Healy,Margaret Healy,"Sold, €390,500, Mon Sep 09 2024; Sale Agreed, €370,000, Wed Apr 24 2024; Created, €370,000, Wed Apr 10 2024",https://mynest.ie/listing/124397/Dublin/20-the-cairn-clifflands-rush-co-dublin-k56ff66
"20 Shelmalier Road, East Wall, East Wall, Dublin 3, D03E208","€375,000",2 Bed,1 Bath,Terrace,C3,D03 E208,€405,Corry Estates,Jim Gallagher - Assoc SCSI,"Sold, €447,000, Mon Sep 09 2024; Sale Agreed, €375,000, Mon Jul 08 2024; Created, €375,000, Wed Jun 12 2024",https://mynest.ie/listing/135584/Dublin/20-shelmalier-road-east-wall-east-wall-dublin-3-d03e208
